Route,Direction,Stop 1,Stop 2,Stop 3,Stop 4,Stop 5,Stop 6,Stop 7,Stop 8,Stop 9,Stop 10,Stop 11,Stop 12,Stop 13,Stop 14,Stop 15,Stop 16,Stop 17,Stop 18,Stop 19,Stop 20,Stop 21,Stop 22,Stop 23,Stop 24,Stop 25,Stop 26,Stop 27,Stop 28,Stop 29,Stop 30,Stop 31,Stop 32,Stop 33,Stop 34,Stop 35,Stop 36,Stop 37,Stop 38,Stop 39,Stop 40,Stop 41,Stop 42,Stop 43,Stop 44,Stop 45,Stop 46,Stop 47,Stop 48,Stop 49,Stop 50,Stop 51,Stop 52,Stop 53,Stop 54,Stop 55,Stop 56,Stop 57,Stop 58,Stop 59,Stop 60,Stop 61,Stop 62,Stop 63,Stop 64,Stop 65,Stop 66,Stop 67,Stop 68,Stop 69,Stop 70,Stop 71,Stop 72,Stop 73,Stop 74,Stop 75,Stop 76,Stop 77,Stop 78,Stop 79,Stop 80,Stop 81,Stop 82,Stop 83,Stop 84,Stop 85,Stop 86,Stop 87,Stop 88,Stop 89,Stop 90,Stop 91,Stop 92,Stop 93,Stop 94,Stop 95,Stop 96,Stop 97,Stop 98,Stop 99,Stop 100,Stop 101,Stop 102,Stop 103,Stop 104,Stop 105,Stop 106,Stop 107,Stop 108,Stop 109,Stop 110,Stop 111,Stop 112,Stop 113,Stop 114,Stop 115,Stop 116,Stop 117
S54,W NEW BRIGHTON RICHMOND TERR,HYLAN BL/RICHMOND AV (LOT),HYLAN BL/WINCHESTER AV,HYLAN BL/LITTLEFIELD AV,HYLAN BL/ARMSTRONG AV,HYLAN BL/GOODALL ST,NELSON AV/HYLAN BL,NELSON AV/MONTICELLO TER,NELSON AV/BELDEN ST,NELSON AV/AMBOY RD,GIFFORDS LA/BALTIMORE ST,GIFFORDS LA/KATAN AV,GIFFORDS LA/GIBSON AV,GIFFORDS LA/LEVERETT AV,GIFFORDS LA/BARLOW AV,GIFFORDS LA/GURLEY AV,ARTHUR KILL RD/GIFFORDS LA,ARTHUR KILL RD/GREAVES AV,ARTHUR KILL RD/CORBIN AV,ARTHUR KILL RD/NEWVALE AV,ARTHUR KILL RD/UNITED HEB CEM,ARTHUR KILL RD/CENTER ST,RICHMOND RD/ST PATRICKS PL,RICHMOND RD/MCKINLEY AV,RICHMOND RD/ANDREWS AV,RICHMOND RD/WILDER AV,RICHMOND RD/ALTOONA AV,RICHMOND RD/BISHOP ST,RICHMOND RD/ROCKLAND AV,ROCKLAND AV/ST GEORGE RD,ROCKLAND AV/NEVADA AV,ROCKLAND AV/FLORIDA TER,ROCKLAND AV/MANOR RD,ROCKLAND AV/MANOR RD,ROCKLAND AV/BRIELLE AV,SEAVIEW HOSPITAL/TRAFFIC CIR #1,SEAVIEW HOSPITAL/E ROBITZEK  BLDG,PARK LA/SEAVIEW HOSPITAL,SEAVIEW HOSPITAL/TRAFFIC CIR #2,BRIELLE AV/BABE RUTH STADIUM,BRIELLE AV/ROANOKE ST,BRIELLE AV/BRADLEY AV,BRIELLE AV/LIVINGSTON AV,BRIELLE AV/GANSEVOORT BL,BRIELLE AV/MANOR RD,MANOR RD/OCEAN TER,MANOR RD/CROAK AV,MANOR RD/TILLMAN ST,MANOR RD/WESTWOOD AV,MANOR RD/SCHMIDTS LA,MANOR RD/N GANNON AV,MANOR RD/VICTORY BL,MANOR RD/DONGAN AV,MANOR RD/STURGES ST,MANOR RD/RICE AV,MANOR RD/DRAKE AV,MANOR RD/MARTLING AV,MANOR RD/KINGSLEY AV,MANOR RD/CURTIS AV,MANOR RD/FOREST AV,DELAFIELD AV/CLOVE RD,CLOVE RD/CARY AV,CLOVE RD/CASTLETON AV,CASTLETON AV/TAYLOR ST,CASTLETON AV/CAROLINE ST,CASTLETON AV/BROADWAY,BROADWAY/HENDERSON AV,BROADWAY/WAYNE ST,WAYNE ST/N BURGHER AV,RICHMOND TER/N BURGHER AV,BROADWAY/RICHMOND TER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S55,ROSSVILLE VETERANS RD E via AMBOY RD,MARSH AV/RING RD,MARSH AV/ELMWOOD PK DR,MARSH AV/WINDHAM LOOP,PLATINUM AV/SEARS,RICHMOND AV/PLATINUM AV,RICHMOND AV/YUKON AV,RICHMOND AV/FOREST HILL RD,ELTINGVILLE/TRANSIT CENTER,ARTHUR KILL RD/CROSSFIELD AV,ANNADLE RD/TYNAN ST,ANNADALE RD/DORVAL PL,ANNADALE RD/DRUMGOOLE RD W,ANNADALE RD/NOTUS AV,ANNADALE RD/GRANTWOOD AV,ANNADALE RD/ARDEN AV,ANNADALE RD/SOUTH RAILROAD ST,ANNADALE RD/NORTH PINE TER,ANNADALE RD/AMBOY RD,AMBOY RD/ALVINE AV,AMBOY RD/ARBUTUS AV,AMBOY RD/KINGDOM AV,AMBOY RD/HUGUENOT AV,LUTEN AV/EYLANDT ST,HYLAN BL/LUTEN AV,HYLAN BL/CORNELIA AV,HYLAN BL/SEGUINE AV,SEGUINE AV/DIRENZO CT,SEGUINE AV/KNOX ST,SEGUINE AV/WATERBURY AV,AMBOY RD/PETERSONS LN,BLOOMINGDALE RD/AMBOY RD,BLOOMINGDALE RD/SOUTH SERVICE RD,BLOOMINGDALE RD/ENGLEWOOD AV,BLOOMINGDALE RD/MARVIN RD,BLOOMINGDALE RD/ALYSIA CT,BLOOMINGDALE RD/CLAY PIT RD,BLOOMINGDALE RD/KRAMER AV,BLOOMINGDALE RD/CORRELL AV,BLOOMINGDALE RD/VETERANS RD E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S55,S I MALL,BLOOMINGDALE RD/VETERANS RD E,BLOOMINGDALE RD/OPP SHIEL AV,BLOOMINGDALE RD/OPP KRAMER AV,BLOOMINGDALE RD/CLAY PIT RD,BLOOMINGDALE RD/SHARROTTS RD,BLOOMINGDALE RD/PEMBROOK LOOP,BLOOMINGDALE RD/ENGLEWOOD AV,AMBOY RD/BLOOMINGDALE RD,AMBOY RD/PERTERSONS LN,AMBOY RD/BAYVIEW AV,SEGUINE AV/WATERBURY AV,SEGUINE AV/JOHANNA LA,SEGUINE AV/DIRENZO CT,HYLAN BL/SEGUINE AV,HYLAN BL/CORNELIA AV,LUTEN AV/HYLAN BL,LUTEN AV/EYLANDT ST,LUTEN AV/DEISIUS ST,AMBOY RD/KINGDOM AV,AMBOY RD/ARBUTUS AV,AMBOY RD/RUGGLES ST,ANNADALE RD/AMBOY RD,ANNADALE RD/HILLIS ST,ANNADALE RD/SOUTH RAILROAD ST,ANNADALE RD/ARDEN AV,ANNADALE RD/RYE AV,ANNADALE RD/GENESEE AV,ANNADALE RD/DRUMGOOLE RD E,ANNADALE RD/CROSSFIELD AV,ANNADALE RD/TOKEN ST,ARTHUR KILL RD/ANNADALE RD,ARTHUR KILL RD/CROSSFIELD AV,ELTINGVILLE/TRANSIT CENTER,RICHMOND AV/FOREST HILL RD,RICHMOND AV/YUKON AV,PLATINUM AV/TOYS R US,MARSH AV/WINDHAM LOOP,MARSH AV/ELMWOOD PK DR,MARSH AV/RING RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S56,HUGUENOT LUTEN AV,MARSH AV/RING RD,MARSH AV/ELMWOOD PK DR,MARSH AV/WINDHAM LOOP,PLATINUM AV/SEARS,RICHMOND AV/PLATINUM AV,RICHMOND AV/YUKON AV,RICHMOND AV/FOREST HILL RD,ELTINGVILLE/TRANSIT CENTER,ARTHUR KILL RD/LADD AV,ARTHUR KILL RD/CROSSFIELD AV,ARTHUR KILL RD/ANNADALE RD,ARTHUR KILL RD/WOODROW RD,ARTHUR KILL RD/1297 ARTHUR KILL RD,ARTHUR KILL RD/OPP ASPEN KNOLLS,ARTHUR KILL RD/1547 ARTHUR KILL RD,ARDEN AV/ARTHUR KILL RD,ARDEN AV/DOVER GREEN,ARDEN AV/FOREST GREEN,ARDEN AV/HAMPTON GREEN,ARDEN AV/ROLLING HILL GREEN,WOODROW RD/ALMOND ST,WOODROW RD/CANTON AV,WOODROW RD/DELMAR AV,WOODROW RD/BOULDER ST,WOODROW RD/ELLSWORTH AV,WOODROW RD/ALVERSON AV,FOSTER RD/WOODROW RD,FOSTER RD/SINCLAIR AV,FOSTER RD/RATBURN AV,FOSTER RD/DARLINGTON AV,FOSTER RD/DRUMGOOLE RD E,FOSTER RD/ALBOURNE AV,FOSTER RD/WHEELING AV,SEGUINE AV/WATERBURY AV,SEGUINE AV/JOHANNA LA,SEGUINE AV/DIRENZO CT,HYLAN BL/SEGUINE AV,HYLAN BL/CORNELIA AV,HYLAN BL/LUTEN AV,EYLENDT ST/ LUTEN AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S56,S I MALL,LUTEN AV/EYLANDT ST,HYLAN BL/LUTEN AV,HYLAN BL/CORNELIA AV,HYLAN BL/SEGUINE AV,SEGUINE AV/DIRENZO CT,SEGUINE AV/SINGLETON ST,SEGUINE AV/KNOX ST,SEGUINE AV/OSWALD PL,SEGUINE AV/WATERBURY AV,FOSTER RD/AMBOY RD,FOSTER RD/ALBOURNE AV,FOSTER RD/DRUMGOOLE RD W,FOSTER RD/DARLINGTON AV,FOSTER RD/RAMONA AV,FOSTER RD/SINCLAIR AV,WOODROW RD/FOSTER RD,WOODROW RD/DESEREE AV,WOODROW RD/VINELAND AV,WOODROW RD/DELMAR AV,WOODROW RD/HOLCOMB AV,ARDEN AV/WOODROW RD,ARDEN AV/CORRELL AV,ARDEN AV/HAMPTON GREEN,ARDEN AV/FOREST GREEN,ARDEN AV/DOVER GREEN,ARTHUR KILL RD/ARDEN AV,ARTHUR KILL RD/1666 ARTHUR KILL RD,ARTHUR KILL RD/ARDEN HGHTS SHOP,ARTHUR KILL RD/ST JOHN NEWMANN,ARTHUR KILL RD/WOODROW RD,ARTHUR KILL RD/ANNADALE RD,ARTHUR KILL RD/CROSSFIELD AV,ELTINGVILLE/TRANSIT CENTER,RICHMOND AV/FOREST HILL RD,RICHMOND AV/YUKON AV,PLATINUM AV/TOYS R US,MARSH AV/WINDHAM LOOP,MARSH AV/ELMWOOD PK DR,MARSH AV/RING RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S57,NEW DORP MILL RD,RICHMOND TER/PARK AV,PORT RICHMOND AV/ANN ST,PORT RICHMOND AV/HARRISON AV,PORT RICHMOND AV/CHARLES AV,POST AV/PORT RICHMOND AV,POST AV/DECKER AV,DECKER AV/PALMER AV,DECKER AV/CATHERINE ST,DECKER AV/BEEKMAN ST,DECKER AV/HAGAMAN PL,DECKER AV/FOREST AV,WILLOWBROOK RD/FOREST AV,WILLOWBROOK RD/HOUSTON ST,WILLOWBROOK RD/VEDDER AV,WILLOWBROOK RD/DEVENS ST,WILLOWBROOK RD/WATCHOGUE RD,WATCHOGUE RD/CRYSTAL AV,WATCHOGUE RD/GLASCOE AV,WATCHOGUE RD/LIVERMORE AV,WATCHOGUE RD/NEAL DOW AV,WATCHOGUE RD/FREDERICK ST,BRADLEY AV/VICTORY BL,BRADLEY AV/PURDY AV,BRADLEY AV/N GANNON AV,BRADLEY AV/WESTWOOD AV,BRADLEY AV/WILLOWBROOK RD,BRADLEY AV/HAROLD ST,BRADLEY AV/PORTAGE AV,BRADLEY AV/BRIELLE AV,BRIELLE AV/ROANOKE ST,SEAVIEW HOSPITAL/TRAFFIC CIR #1,SEAVIEW HOSP/DR E ROBITZEK BLDG,SEAVIEW HOSPITAL/PARK LA,SEAVIEW HOSPITAL/TRAFFIC CIR #2,BRIELLE AV/ROCKLAND AV,ROCKLAND AV/MEISNER AV,ROCKLAND AV/NEVADA AV,ROCKLAND AV/ST GEORGE RD,RICHMOND RD/ROCKLAND AV,RICHMOND RD/SUMMIT AV,RICHMOND RD/ROSE AV,ROSE AV/3 ST,ROSE AV/NEW DORP PZ,NEW DORP LA/NEW DORP PZ,NEW DORP LA/3 ST,RICHMOND RD/NEW DORP LA,AMBOY RD/OAKLEY PL,AMBOY RD/BEACH AV,AMBOY RD/BELFAST AV,AMBOY RD/TYSENS LA,AMBOY RD/THOMAS ST,GUYON AV/AMBOY RD,GUYON AV/SIR,GUYON AV/TARRING ST,GUYON AV/WHITEHALL ST,GUYON AV/CLAWSON ST,HYLAN BL/OAK AV,HYLAN BL/RENO AV,EBBITTS ST/HYLAN BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S57,PORT RICHMOND,EBBITTS ST/HYLAN BL,MILL RD/EBBITTS ST,MILL RD/ISERNIA AV,MILL RD/TYSENS LA,TYSENS LA/FALCON AV,HYLAN BL/TYSENS LA,HYLAN BL/OAK AV,HYLAN BLVD / HYLAN BLVD,GUYON AV/CLAWSON ST,GUYON AV/ELMIRA ST,GUYON AV/TARRING ST,GUYAN AV/SIR,AMBOY RD/GUYON AV,AMBOY RD/THOMAS ST,AMBOY RD/E BROADWAY,AMBOY RD/TYSENS LA,AMBOY RD/BEHAN CT,AMBOY RD/BEACH AV,AMBOY RD/1 ST,RICHMOND RD/ROSE AV,ROSE AV/3 ST,ROSE AV/NEW DORP PLZ,NEW DORP LA/NEW DORP PZ,NEW DORP LA/3 ST,RICHMOND RD/NEW DORP LA,RICHMOND RD/BEACON AV,RICHMOND RD/ENFIELD PL,ROCKLAND AV/ST GEORGE RD,ROCKLAND AV/NEVADA AV,ROCKLAND AV/FLORIDA TER,ROCKLAND AV/MANOR RD,ROCKLAND AV/BRIELLE AV,SEAVIEW HOSPITAL/TRAFFIC CIR #1,SEAVIEW HOSPITAL/E ROBITZEK  BLDG,PARK LA/SEAVIEW HOSPITAL,SEAVIEW HOSPITAL/TRAFFIC CIR #2,BRIELLE AV/ROANOKE ST,BRADLEY AV/BRIELLE AV,BRADLEY AV/PORTAGE AV,BRADLEY AV/HAROLD ST,BRADLEY AV/HOLDEN BL,BRADLEY AV/WESTWOOD AV,BRADLEY AV/S GANNON AV,BRADLEY AV/PURDY AV,BRADLEY AV/VICTORY BL,WATCHOGUE RD/SMITH CT,WATCHOGUE RD/NEAL DOW AV,WATCHOGUE RD/LIVERMORE AV,WATCHOGUE RD/GLASCOE AV,WATCHOGUE RD/CRYSTAL AV,WATCHOGUE RD/WILLOWBROOK RD,WILLOWBROOK RD/LEONARD AV,WILLOWBROOK RD/LATHROP AV,WILLOWBROOK RD/COLLEGE AV,WILLOWBROOK RD/FOREST AV,DECKER AV/FOREST AV,DECKER AV/HAGAMAN PL,DECKER AV/BARRETT AV,DECKER AV/CATHERINE ST,DECKER AV/CATHERINE ST,POST AV/DECKER AV,POST AV/PORT RICHMOND AV,PORT RICHMOND AV/ALBION PL,PORT RICHMOND AV/HARRISON AV,PORT RICHMOND AV/BENNETT ST,RICHMOND TER/PARK AV #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59,HYLAN BL,RICHMOND TER/PARK AV #3,PORT RICHMOND AV/ANN ST,PORT RICHMOND AV/HARRISON AV,PORT RICHMOND AV/CHARLES AV,PORT RICHMOND AV/CLINTON PL,PORT RICHMOND AV/BLACKFORD AV,PORT RICHMOND AV/HOOKER PL,PORT RICHMOND AV/ORANGE AV,PORT RICHMOND AV/DIXON AV,PORT RICHMOND AV/SMITH PL,FOREST AV/WILLOWBROOK RD,FOREST AV/WILLOW RD W,RICHMOND AV/MONSEY PL,RICHMOND AV/VEDDER AV,RICHMOND AV/BARON HIRSCH CEM,RICHMOND AV/JULES DR,RICHMOND AV/GOETHALS RD N,RICHMOND AV/LAMBERTS LA,RICHMOND AV/LANDER AV,RICHMOND AV/MERRILL AV,RICHMOND AV/VICTORY BL,RICHMOND AV/FOREST ST,RICHMOND AV/CARNEGIE AV,RICHMOND AV/SIGNS RD,RICHMOND AV/AMSTERDAM PL,RICHMOND AV/RIVINGTON AV,RICHMOND AV/ROCKLAND AV,RICHMOND AV/TRAVIS AV,RICHMOND AV/NOME AV,RICHMOND AV/RICHMOND HILL RD,RING RD/MACYS PLATINUM AV,RING RD/SEARS PLATINUM AV,YUKON AV/RICHMOND AV,YUKON AV/KMART DWY,YUKON AV/WATCHMANS OFFICE,RICHMOND AV/FOREST HILL RD,ELTINGVILLE/TRANSIT CENTER,RICHMOND AV/DRUMGOOLE RD E,RICHMOND AV/BARLOW AV,RICHMOND AV/LEVERETT AV,RICHMOND AV/AUGUSTA AV,RICHMOND AV/KATAN AV,RICHMOND AV/MEMPHIS AV,RICHMOND AV/SERRELL AV,RICHMOND AV/WILSON AV,RICHMOND AV/ELTINGVILLE BL,RICHMOND AV/AMBOY RD,RICHMOND AV/OAKDALE ST,RICHMOND AV/SYCAMORE ST,RICHMOND AV/KOCH BL,RICHMOND AV/SHIRLEY AV,RICHMOND AV/KING ST,HYLAN BL/RICHMOND AV,HYLAN BL/HALES AV,HYLAN BL/WOODS OF ARDEN RD,HYLAN BL/ARDEN AV,HYLAN BL/HOLDRIDGE AV,HYLAN BL/BARCLAY AV,HYLAN BL/LIPSETT AV,HYLAN BL/LIPSETT AV,HYLAN BL/POILLON AV,HYLAN BL/WENDY DR,HYLAN BL/ARBUTUS AV,HYLAN BL/HUGUENOT AV,HYLAN BL/LUTEN AV,HYLAN BL/CORNELIA AV,HYLAN BL/SEGUINE AV,HYLAN BL/INEZ ST,HYLAN BL/BAYVIEW AV,HYLAN BL/WOODVALE AV,HYLAN BL/SHARROTT AV,HYLAN BL/KENNY RD,HYLAN BL/CUNNINGHAM RD,HYLAN BL/RICHARD AV,HYLAN BL/PAGE AV,HYLAN BL/BEDELL AV,HYLAN BL/JOLINE AV,HYLAN BL/SPRAGUE AV,HYLAN BL/YETMAN AV,HYLAN BL/BRIGHTON ST,HYLAN BL/CHELSEA ST,HYLAN BL/CARTERET ST,HYLAN BL/CONNECTICUT AV,HYLAN BL/CRAIG AV,CRAIG AV/AMBOY RD,AMBOY RD/FINLEY ST,MAIN ST/AMBOY RD,HYLAN BL/RICHMOND AV (LOT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S59,PORT RICHMOND,MAIN ST/AMBOY RD,MAIN ST/HYLAN BL,HYLAN BL/BRIGHTON ST,HYLAN BL/YETMAN AV,HYLAN BL/SPRAGUE AV,HYLAN BL/JOLINE AV,HYLAN BL/BEDELL AV,HYLAN BL/PAGE AV,HYLAN BL/RICHARD AV,HYLAN BL/CUNNINGHAM RD,HYLAN BL/KENNY RD,HYLAN BL/SHARROTT AV,HYLAN BL/WOODVALE AV,HYLAN BL/BAY VIEW AV,HYLAN BL/INEZ ST,HYLAN BL/SEGUINE AV,HYLAN BL/CORNELIA AV,HYLAN BL/LUTEN AV,HYLAN BL/HUGUENOT AV,HYLAN BL/ARBUTUS AV,HYLAN BL/WENDY DR,HYLAN BL/POILLON AV,HYLAN BL/DOLE ST,HYLAN BL/LIPSETT AV,HYLAN BL/BARCLAY AV,HYLAN BL/HOLDRIDGE AV,HYLAN BL/ARDEN AV,HYLAN BL/WOODS OF ARDEN RD,HYLAN BL/HALES AV,RICHMOND AV/HYLAN BL,RICHMOND AV/KING ST,RICHMOND AV/SHIRLEY AV,RICHMOND AV/KOCH BL,RICHMOND AV/SYCAMORE ST,RICHMOND AV/OAKDALE ST,RICHMOND AV/ELTINGVILLE BL,RICHMOND AV/WILSON AV,RICHMOND AV/BARTLETT AV,RICHMOND AV/MEMPHIS AV,RICHMOND AV/KATAN AV,RICHMOND AV/GENESEE AV,RICHMOND AV/LEVERETT AV,RICHMOND AV/BARLOW AV,RICHMOND AV/GURLEY AV,ELTINGVILLE/TRANSIT CENTER,RICHMOND AV/FOREST HILL RD,YUKON AV/WATCHMANS OFFICE,YUKON AV/KMART DWY,YUKON AV/RICHMOND AV,RING RD/SEARS PLATINUM AV,RING RD/MACYS PLATINUM AV,RICHMOND AV/RICHMOND HILL RD,RICHMOND AV/NOME AV,RICHMOND AV/DRAPER PL S,RICHMOND AV/ROCKLAND AV,RICHMOND AV/RIVINGTON AV,RICHMOND AV/AMSTERDAM PL,RICHMOND AV/SIGNS RD,RICHMOND AV/ETON PL,RICHMOND AV/VICTORY BL,RICHMOND AV/MORANI ST,RICHMOND AV/YONA AV,RICHMOND AV/CHRISTOPHER LA,RICHMOND AV/W CASWELL AV,RICHMOND AV/ARMAND ST,RICHMOND AV/MARC ST,RICHMOND AV/VEDDER AV,FOREST AV/RICHMOND AV,FOREST AV/WILLOW RD E,PORT RICHMOND AV/SMITH PL,PORT RICHMOND AV/ORANGE AV,PORT RICHMOND AV/BEEKMAN ST,PORT RICHMOND AV/CATHERINE ST,PORT RICHMOND AV/HOMESTEAD AV,PORT RICHMOND AV/HATFIELD PL,PORT RICHMOND AV/ALBION PL,PORT RICHMOND AV/HARRISON AV,PORT RICHMOND AV/BENNETT ST,RICHMOND TER/PARK AV #3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S61,S I MALL YUKON AV,ST GEORGE FERRY/S61 & S91,BAY ST/NICK LAPORTE PL,BAY ST/CENTRAL AV,VICTORY BL / BAY ST,VICTORY BL/MONTGOMERY AV,VICTORY BL/BROOK ST,VICTORY BL/JERSEY ST,VICTORY BL/CEBRA AV,VICTORY BL/WOODSTOCK AV,VICTORY BL/FOREST AV,VICTORY BL/EDDY ST,VICTORY BL/THERESA PL,VICTORY BL/GOLF COURSE ENT,VICTORY BL/SILVER LAKE APTS,VICTORY BL/CHESHIRE PL,VICTORY BL/MELROSE AV,VICTORY BL/CLOVE RD,VICTORY BL/LABAU AV,VICTORY BL/CYPRESS AV,VICTORY BL/ALBERT ST,VICTORY BL/LITTLE CLOVE RD,VICTORY BL/SLOSSON AV,VICTORY BL/HODGES PL,VICTORY BL/MANOR RD,VICTORY BL/S GREENLEAF AV,VICTORY BL/WESTCOTT BL,VICTORY BL/JEWETT AV,BRADLEY AV/VICTORY BL,BRADLEY AV/PURDY AV,BRADLEY AV/N GANNON AV,BRADLEY AV/WESTWOOD AV,BRADLEY AV/WILLOWBROOK RD,BRADLEY AV/HAROLD ST,HAROLD ST/ROOSEVELT AV,HAROLD ST/SUNSET AV,HAROLD ST/JOSEPH AV,HAROLD ST/FOREST HILL RD,FOREST HILL RD/STEERS  ST,FOREST HILL RD/1150 FOREST HILL RD,FOREST HILL RD/ROCKLAND AV,TRAVIS AV/BOGOTA ST,TRAVIS AV/EVANS ST,TRAVIS AV/DENKER PL,TRAVIS AV/NEHRING AV,MERRYMOUNT ST/TRAVIS AV,MERRYMOUNT ST/SHILOH ST,RICHMOND HILL RD/VASSAR ST,MARSH AV/RICHMOND HILL RD,MARSH AV/RING RD,MARSH AV/ELMWOOD PK DR,MARSH AV/WINDHAM LOOP,PLATINUM AV/SEARS,YUKON AV/RICHMOND AV,YUKON AV/KMART DRWY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S61,ST GEORGE FERRY,YUKON AV/WATCHMANS OFFICE,YUKON AV/KMART DWY,INDEPENDENCE AV/PATHMARK,RICHMOND AV/YUKON AV,PLATINUM AV/TOYS R US,MARSH AV/WINDHAM LOOP,MARSH AV/ELMWOOD PK DR,MARSH AV/WESTPORT ST,RICHMOND HILL RD/VASSAR ST,MERRYMOUNT ST/SHILOH ST,MERRYMOUNT ST/TRAVIS AV,TRAVIS AV/NEHRING AV,TRAVIS AV/DENKER PL,TRAVIS AV/EVANS ST,TRAVIS AV/LEWISTON ST,FOREST HILL RD/ROCKLAND AV,FOREST HILL RD/FIELD ST,FOREST HILL RD/STEERS ST,FOREST HILL RD/DOROTHY ST,HAROLD ST/FOREST HILL RD,HAROLD ST/WASHINGTON AV,HAROLD ST/SUNSET AV,HAROLD ST/BRADLEY AV,BRADLEY AV/HOLDEN BL,BRADLEY AV/WESTWOOD AV,BRADLEY AV/S GANNON AV,BRADLEY AV/PURDY AV,BRADLEY AV/VICTORY BL,VICTORY BL/PERRY AV,VICTORY BL/MOUNTAINVIEW AV,VICTORY BL/LESTER ST,VICTORY BL/MANOR RD,VICTORY BL/TODT HILL RD,VICTORY BL/SLOSSON AV,VICTORY BL/LITTLE CLOVE RD,VICTORY BL/ALBERT ST,VICTORY BL/RENWICK AV,VICTORY BL/ONTARIO AV,VICTORY BL/CLOVE RD,VICTORY BL/GRAND AV,VICTORY BL/HIGHLAND AV,VICTORY BL/SILVER LAKE APTS,VICTORY BL/SILVER MT CEM,VICTORY BL/THERESA PL,VICTORY BL/EDDY ST,VICTORY BL/FOREST AV,VICTORY BL/AUSTIN PL,VICTORY BL/CEBRA AV,VICTORY BL/JERSEY ST,VICTORY BL/ BROOK ST,VICTORY BL/VAN DUZER ST,VICTORY BL / BAY ST,BAY ST/SLOSSON TE,BAY ST/BOROUGH PL,ST GEORGE FERRY/ST GEORGE FERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S62,ST GEORGE FERRY via VICTORY,VICTORY BL/opp Con Edison,VICTORY BL/WILD AV,VICTORY BL/FELDMEYERS LA,VICTORY BL/ALBERTA AV,VICTORY BL/WILD AV,VICTORY BL/BURKE AV,VICTORY BL/SIMMONS LA,VICTORY BL/RIDGEWAY AV,VICTORY BL/BARON BL,VICTORY BL/SHENANDOAH AV,VICTORY BL/TRAVIS AV,VICTORY BL/TRAVIS AV 2,VICTORY BL/SPARKS LA,VICTORY BL/SIGNS RD,VICTORY BL/DINSMORE ST,VICTORY BL/LISA PL,VICTORY BL/ARLENE ST,VICTORY BL/RICHMOND AV,VICTORY BL/RICHMOND AV,VICTORY BL/GOLLER PL,VICTORY BL/MORANI ST,VICTORY BL/WILLOWBROOK PK,COLLEGE OF SI/ROADWAY ENT,VICTORY BL/N GANNON AV,VICTORY BL/NEPTUNE PL,VICTORY BL/WILLOWBROOK RD,VICTORY BL/DECATUR AV,VICTORY BL/CRYSTAL AV,VICTORY BL/MARTIN AV,VICTORY BL/SHERADEN AV,VICTORY BL/INGRAM AV,VICTORY BL/PERRY AV,VICTORY BL/MOUNTAINVIEW AV,VICTORY BL/LESTER ST,VICTORY BL/MANOR RD,VICTORY BL/TODT HILL RD,VICTORY BL/SLOSSON AV,VICTORY BL/LITTLE CLOVE RD,VICTORY BL/ALBERT ST,VICTORY BL/RENWICK AV,VICTORY BL/ONTARIO AV,VICTORY BL/CLOVE RD,VICTORY BL/GRAND AV,VICTORY BL/HIGHLAND AV,VICTORY BL/SILVER LAKE APTS,VICTORY BL/SILVER MT CEM,VICTORY BL/THERESA PL,VICTORY BL/EDDY ST,VICTORY BL/FOREST AV,VICTORY BL/AUSTIN PL,VICTORY BL/CEBRA AV,VICTORY BL/JERSEY ST,VICTORY BL/ BROOK ST,VICTORY BL/VAN DUZER ST,VICTORY BL / BAY ST,BAY ST/SLOSSON TE,BAY ST/BOROUGH PL,ST GEORGE FERRY/ST GEORGE FERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
